cluster,f1,f2,f3,f4
0,5.88360655737705,2.740983606557377,4.388524590163935,1.4344262295081966
1,6.853846153846153,3.0769230769230766,5.715384615384615,2.053846153846153
2,5.005999999999999,3.4180000000000006,1.464,0.2439999999999999
